"bathrooms","bedrooms","levels","livingArea","price","pricePerSquareFoot","garageSpaces","hasGarage","parking","pool","spa","homeType","isNewConstruction","yearBuilt","mild_uout","extr_uout","mout","f.price","f.yearBuilt"
3,3,"two",2096,250000,119,"0","1","1","0","0","SINGLE_FAMILY","0",2002,"0","0",0,"Medium-Low","Recent"
3,3,"two",2629,1205000,458,"2","1","1","0","0","SINGLE_FAMILY","0",2001,"0","0",1,"High","Recent"
5,4,"two",3286,395000,120,"0","1","1","0","0","SINGLE_FAMILY","0",1989,"0","0",0,"Medium-High","Old"
2,4,"one",1140,139900,123,"0","0","0","0","0","SINGLE_FAMILY","0",1940,"0","0",0,"Low","Old"
2,4,"one",1702,269000,158,"0","1","1","0","0","SINGLE_FAMILY","0",2008,"0","0",0,"Medium-Low","Recent"
2,3,"one",1951,335000,172,"2","1","1","0","0","SINGLE_FAMILY","0",2004,"0","0",0,"Medium-High","Recent"
4,4,"two",2190,284900,130,"0","1","1","0","0","SINGLE_FAMILY","0",2001,"0","0",0,"Medium-Low","Recent"
3,3,"two",1642,330000,201,"1","1","1","0","0","TOWNHOUSE","0",2001,"0","0",0,"Medium-High","Recent"
3,4,"two",2549,432000,169,"2","1","1","0","0","SINGLE_FAMILY","0",1995,"0","0",0,"Medium-High","Recent"
4,5,"two",3450,799999,232,"3 or more","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"High","New"
2,4,"three or more",1060,69000,65,"0","0","0","0","0","SINGLE_FAMILY","0",1932,"0","0",0,"Low","Old"
4,1,"two",2435,465000,191,"2","1","1","0","0","SINGLE_FAMILY","0",2003,"0","0",1,"Medium-High","Recent"
1,4,"one",1160,65000,56,"0","0","0","0","0","SINGLE_FAMILY","0",1901,"0","0",0,"Low","Historic"
3,2,"two",1214,185000,152,"0","0","1","0","0","TOWNHOUSE","0",2005,"0","0",0,"Low","Recent"
5,5,"two",3890,469000,121,"2","1","1","0","0","SINGLE_FAMILY","0",1990,"0","0",0,"Medium-High","Old"
2,2,"one",1690,229900,136,"0","0","1","0","0","SINGLE_FAMILY","0",1983,"0","0",0,"Medium-Low","Old"
6,5,"one",2561,425000,166,"3 or more","1","1","0","0","SINGLE_FAMILY","0",1978,"0","0",1,"Medium-High","Old"
3,4,"one",4090,485000,119,"2","1","1","0","0","CONDO","0",2007,"0","0",0,"High","Recent"
3,4,"two",2547,275000,108,"2","1","1","0","0","SINGLE_FAMILY","0",2016,"0","0",0,"Medium-Low","New"
3,4,"two",2882,329900,114,"2","1","1","0","0","SINGLE_FAMILY","0",2019,"0","0",0,"Medium-Low","New"
4,4,"two",1936,183000,95,"0","0","0","0","0","SINGLE_FAMILY","0",1977,"0","0",0,"Low","Old"
4,4,"one",4934,929000,188,"0","0","1","0","0","SINGLE_FAMILY","0",1980,"0","0",0,"High","Old"
2,2,"one",1436,389900,272,"0","0","1","0","1","CONDO","0",2005,"0","0",0,"Medium-High","Recent"
3,4,"one",1891,395000,209,"3 or more","1","1","0","0","SINGLE_FAMILY","0",2004,"0","0",0,"Medium-High","Recent"
1,4,"one",1024,76000,74,"0","0","0","0","0","SINGLE_FAMILY","0",1948,"0","0",0,"Low","Old"
4,4,"two",2812,359000,128,"0","1","1","0","0","SINGLE_FAMILY","0",1989,"0","0",0,"Medium-High","Old"
2,3,"one",1257,224900,179,"0","0","1","0","0","SINGLE_FAMILY","0",1968,"0","0",0,"Low","Old"
1,3,"one",1135,381000,336,"0","0","0","0","0","SINGLE_FAMILY","0",1953,"0","0",0,"Medium-High","Old"
2,3,"one",1620,130000,80,"0","0","1","0","0","SINGLE_FAMILY","0",2007,"0","0",0,"Low","Recent"
4,5,"one",2812,4e+05,142,"2","1","1","0","0","SINGLE_FAMILY","0",1983,"0","0",0,"Medium-High","Old"
2,3,"one",1737,350000,201,"0","0","1","0","0","SINGLE_FAMILY","0",1970,"0","0",0,"Medium-High","Old"
2,5,"one",2212,149900,68,"0","1","0","0","0","SINGLE_FAMILY","0",1972,"0","0",0,"Low","Old"
2,3,"two",2545,350000,138,"2","1","1","0","0","SINGLE_FAMILY","0",1951,"0","0",0,"Medium-High","Old"
1,1,"one",719,65000,90,"0","0","1","0","0","SINGLE_FAMILY","0",1925,"0","0",0,"Low","Old"
4,4,"one",4685,550000,117,"1","1","1","0","0","SINGLE_FAMILY","0",1998,"0","0",0,"High","Recent"
2,3,"one",2217,349900,158,"2","1","1","0","1","SINGLE_FAMILY","0",1973,"0","0",0,"Medium-High","Old"
4,4,"three or more",3044,590000,194,"2","1","1","0","0","SINGLE_FAMILY","0",1984,"0","0",0,"High","Old"
3,3,"two",2195,374800,171,"2","1","1","0","0","SINGLE_FAMILY","0",1976,"0","0",0,"Medium-High","Old"
3,5,"two",2704,479900,177,"2","1","1","0","1","SINGLE_FAMILY","0",2000,"0","0",0,"High","Recent"
3,2,"two",1941,373349,192,"2","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"Medium-High","New"
4,4,"two",2880,360000,125,"2","1","1","0","0","SINGLE_FAMILY","0",2017,"0","0",0,"Medium-High","New"
5,5,"two",3968,509900,129,"2","1","1","0","0","SINGLE_FAMILY","0",1980,"0","0",0,"High","Old"
2,3,"one",1135,170000,150,"0","0","0","0","0","SINGLE_FAMILY","0",1960,"0","0",0,"Low","Old"
2,3,"one",1311,165000,126,"0","1","1","0","0","SINGLE_FAMILY","0",1987,"0","0",0,"Low","Old"
2,3,"one",1210,169900,140,"0","0","1","0","0","SINGLE_FAMILY","0",1979,"0","0",0,"Low","Old"
3,4,"two",1903,199900,105,"0","0","1","0","0","SINGLE_FAMILY","0",2002,"0","0",0,"Low","Recent"
3,3,"two",1827,369900,202,"0","1","1","0","0","SINGLE_FAMILY","0",2007,"0","0",0,"Medium-High","Recent"
2,3,"one",1568,249000,159,"0","0","1","0","0","SINGLE_FAMILY","1",1982,"0","0",0,"Medium-Low","Old"
3,4,"three or more",2470,309900,125,"0","1","1","0","0","SINGLE_FAMILY","0",1994,"0","0",0,"Medium-Low","Old"
6,6,"three or more",4032,593900,147,"3 or more","1","1","0","0","SINGLE_FAMILY","0",2003,"0","0",0,"High","Recent"
4,5,"two",3494,439000,126,"2","1","1","0","0","SINGLE_FAMILY","0",2004,"0","0",0,"Medium-High","Recent"
3,4,"two",2488,339700,137,"2","1","1","0","0","SINGLE_FAMILY","0",2014,"0","0",0,"Medium-High","Recent"
2,3,"one",1864,275000,148,"2","1","1","0","0","SINGLE_FAMILY","0",2003,"0","0",0,"Medium-Low","Recent"
3,4,"one",3494,699900,200,"2","1","1","0","0","SINGLE_FAMILY","0",2021,"0","0",0,"High","New"
3,4,"two",2268,325000,143,"2","1","1","0","0","SINGLE_FAMILY","0",2006,"0","0",0,"Medium-Low","Recent"
4,4,"two",2756,425000,154,"0","1","1","0","1","SINGLE_FAMILY","0",2010,"0","0",0,"Medium-High","Recent"
4,4,"two",1672,249000,149,"2","1","1","1","1","SINGLE_FAMILY","0",1993,"0","0",0,"Medium-Low","Old"
1,2,"two",1123,475000,423,"0","0","1","0","0","SINGLE_FAMILY","0",1950,"0","0",1,"Medium-High","Old"
2,3,"two",1344,244900,182,"0","1","1","0","0","SINGLE_FAMILY","0",1997,"0","0",0,"Medium-Low","Recent"
2,3,"two",1268,219900,173,"2","1","1","0","0","SINGLE_FAMILY","0",2001,"0","0",0,"Low","Recent"
3,4,"two",3094,6e+05,194,"2","1","1","0","0","SINGLE_FAMILY","0",1979,"0","0",0,"High","Old"
4,4,"one",3617,389900,108,"0","1","1","0","1","SINGLE_FAMILY","0",2000,"0","0",0,"Medium-High","Recent"
2,4,"one",1250,82500,66,"0","0","0","0","0","MULTI_FAMILY","0",1964,"0","0",0,"Low","Old"
3,3,"one",1521,172500,113,"0","0","0","0","0","SINGLE_FAMILY","0",1987,"0","0",0,"Low","Old"
6,5,"two",5193,840000,162,"3 or more","1","1","0","1","SINGLE_FAMILY","0",2007,"0","0",0,"High","Recent"
2,3,"one",600,180000,300,"0","0","0","0","0","SINGLE_FAMILY","0",1970,"0","0",0,"Low","Old"
3,4,"two",3214,355000,110,"0","1","0","0","1","SINGLE_FAMILY","0",2006,"0","0",0,"Medium-High","Recent"
6,5,"two",3764,575000,153,"3 or more","1","1","0","1","SINGLE_FAMILY","0",2006,"0","0",0,"High","Recent"
2,4,"one",994,159900,161,"0","0","0","0","0","SINGLE_FAMILY","0",1948,"0","0",0,"Low","Old"
4,4,"two",2714,379000,140,"2","1","1","0","1","SINGLE_FAMILY","0",2000,"0","0",0,"Medium-High","Recent"
2,3,"one",1746,323000,185,"2","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"Medium-Low","New"
3,4,"two",2448,480000,196,"2","1","1","0","0","SINGLE_FAMILY","0",1998,"0","0",0,"High","Recent"
2,1,"one",930,310000,333,"0","0","0","0","0","CONDO","0",1930,"0","0",1,"Medium-Low","Old"
3,4,"three or more",2470,325000,132,"2","1","1","0","1","SINGLE_FAMILY","0",2001,"0","0",0,"Medium-Low","Recent"
3,4,"two",2750,329900,120,"2","1","0","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"Medium-Low","New"
1,3,"one",912,49900,55,"0","0","1","0","0","SINGLE_FAMILY","0",1959,"0","0",0,"Low","Old"
2,3,"one",1386,225900,163,"0","0","1","0","0","SINGLE_FAMILY","0",1957,"0","0",0,"Medium-Low","Old"
3,4,"two",3408,299900,88,"2","1","1","0","0","SINGLE_FAMILY","0",1999,"0","0",0,"Medium-Low","Recent"
3,3,"two",1406,299900,213,"1","1","1","0","0","SINGLE_FAMILY","0",1999,"0","0",0,"Medium-Low","Recent"
2,3,"one",1520,226000,149,"0","0","1","0","0","SINGLE_FAMILY","0",1974,"0","0",0,"Medium-Low","Old"
5,4,"two",3752,775850,207,"2","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"High","New"
4,5,"two",3200,393000,123,"2","1","1","0","0","SINGLE_FAMILY","0",2014,"0","0",0,"Medium-High","Recent"
3,4,"two",3200,880000,275,"2","1","1","0","0","SINGLE_FAMILY","0",1941,"0","0",0,"High","Old"
2,4,"two",3808,349900,92,"0","0","1","0","0","SINGLE_FAMILY","0",1883,"0","0",1,"Medium-High","Historic"
5,5,"two",4776,5e+05,105,"2","1","1","0","1","SINGLE_FAMILY","0",2003,"0","0",0,"High","Recent"
2,2,"one",1866,149000,80,"0","0","0","0","0","SINGLE_FAMILY","0",1910,"0","0",0,"Low","Historic"
3,5,"three or more",2550,369000,145,"2","1","1","0","1","SINGLE_FAMILY","0",1996,"0","0",0,"Medium-High","Recent"
3,4,"two",2550,405900,159,"2","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"Medium-High","New"
3,4,"two",2570,405900,158,"2","1","1","0","0","SINGLE_FAMILY","0",2001,"0","0",0,"Medium-High","Recent"
2,4,"one",1780,225000,126,"0","1","1","0","0","SINGLE_FAMILY","0",1940,"0","0",0,"Low","Old"
4,3,"two",1856,290000,156,"0","0","0","0","0","SINGLE_FAMILY","0",1983,"0","0",0,"Medium-Low","Old"
3,3,"two",2113,359900,170,"0","0","1","0","0","TOWNHOUSE","0",1980,"0","0",0,"Medium-High","Old"
2,3,"one",1633,279000,171,"0","0","1","0","0","SINGLE_FAMILY","0",1966,"0","0",0,"Medium-Low","Old"
6,5,"two",5900,1050000,178,"3 or more","1","1","0","0","SINGLE_FAMILY","0",2004,"0","0",0,"High","Recent"
3,3,"one",816,424900,521,"0","0","1","0","0","SINGLE_FAMILY","0",1997,"0","0",1,"Medium-High","Recent"
4,4,"two",4042,535000,132,"0","1","1","0","0","SINGLE_FAMILY","0",1974,"0","0",0,"High","Old"
3,3,"two",1752,87500,50,"0","1","1","0","0","CONDO","0",1973,"0","0",0,"Low","Old"
5,6,"three or more",4344,249999,58,"0","0","1","0","0","SINGLE_FAMILY","0",1900,"0","0",1,"Medium-Low","Historic"
3,2,"two",1280,75000,59,"0","0","0","0","0","TOWNHOUSE","0",1982,"0","0",0,"Low","Old"
4,3,"two",3164,380000,120,"2","1","1","0","0","SINGLE_FAMILY","0",1987,"0","0",0,"Medium-High","Old"
3,4,"two",2390,287000,120,"2","1","1","0","0","SINGLE_FAMILY","0",2015,"0","0",0,"Medium-Low","New"
3,4,"one",1936,380000,196,"2","1","1","0","0","SINGLE_FAMILY","0",1963,"0","0",0,"Medium-High","Old"
2,2,"one",1512,370000,245,"0","1","1","0","0","SINGLE_FAMILY","0",2019,"0","0",0,"Medium-High","New"
2,3,"one",2057,139900,68,"0","0","1","0","0","SINGLE_FAMILY","0",1974,"0","0",0,"Low","Old"
2,3,"two",2308,349900,152,"0","0","0","1","0","SINGLE_FAMILY","0",1984,"0","0",0,"Medium-High","Old"
2,2,"one",1265,419000,331,"0","0","1","0","0","CONDO","0",2006,"0","0",0,"Medium-High","Recent"
4,6,"two",3956,525000,133,"2","1","1","0","1","SINGLE_FAMILY","0",1993,"0","0",0,"High","Old"
2,1,"one",1135,235000,207,"0","0","0","0","0","CONDO","0",2006,"0","0",0,"Medium-Low","Recent"
3,4,"two",2104,315000,150,"0","1","1","0","0","SINGLE_FAMILY","0",2011,"0","0",0,"Medium-Low","Recent"
1,3,"one",1000,150000,150,"0","0","0","0","0","SINGLE_FAMILY","0",1970,"0","0",0,"Low","Old"
3,3,"two",2160,349900,162,"2","1","1","0","0","SINGLE_FAMILY","0",1985,"0","0",0,"Medium-High","Old"
2,4,"one",1440,189900,132,"0","0","1","0","0","SINGLE_FAMILY","0",1993,"0","0",0,"Low","Old"
2,3,"one",1675,315000,188,"2","1","1","0","0","SINGLE_FAMILY","0",2021,"0","0",0,"Medium-Low","New"
2,4,"one",1292,209900,162,"0","0","1","0","0","SINGLE_FAMILY","0",1955,"0","0",0,"Low","Old"
3,3,"two",1700,252500,149,"0","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"Medium-Low","New"
2,2,"one",1092,135000,124,"0","0","0","0","0","TOWNHOUSE","0",2002,"0","0",0,"Low","Recent"
3,4,"three or more",2500,340000,136,"2","1","1","0","0","SINGLE_FAMILY","0",1986,"0","0",0,"Medium-High","Old"
2,3,"one",1618,255000,158,"0","0","1","0","0","SINGLE_FAMILY","0",1967,"0","0",0,"Medium-Low","Old"
4,4,"two",3400,799900,235,"2","1","1","1","0","SINGLE_FAMILY","0",1997,"0","0",0,"High","Recent"
3,4,"two",1972,340000,172,"2","1","1","0","0","SINGLE_FAMILY","0",2003,"0","0",0,"Medium-High","Recent"
1,2,"one",1712,249900,146,"0","0","1","0","0","SINGLE_FAMILY","0",1916,"0","0",0,"Medium-Low","Historic"
3,4,"one",2215,334000,151,"2","1","1","0","1","SINGLE_FAMILY","0",2001,"0","0",0,"Medium-High","Recent"
3,4,"two",2384,350000,147,"2","1","1","0","0","SINGLE_FAMILY","0",2016,"0","0",0,"Medium-High","New"
3,3,"one",1564,255000,163,"0","0","0","0","0","CONDO","0",1990,"0","0",0,"Medium-Low","Old"
2,3,"two",1400,53900,39,"0","0","0","0","0","SINGLE_FAMILY","0",1953,"0","0",0,"Low","Old"
5,5,"two",3890,595000,153,"2","1","1","0","0","SINGLE_FAMILY","0",2015,"0","0",0,"High","New"
3,4,"one",2100,4e+05,190,"0","0","0","0","0","SINGLE_FAMILY","0",1940,"0","0",0,"Medium-High","Old"
2,3,"one",1632,599900,368,"2","1","1","0","1","SINGLE_FAMILY","0",2002,"0","0",0,"High","Recent"
4,4,"two",5054,1295000,256,"0","1","1","0","1","SINGLE_FAMILY","0",2001,"0","0",1,"High","Recent"
2,2,"one",1578,475000,301,"0","0","1","0","0","SINGLE_FAMILY","0",1920,"0","0",0,"Medium-High","Historic"
2,3,"one",975,325000,333,"0","0","1","0","0","SINGLE_FAMILY","0",1940,"0","0",0,"Medium-Low","Old"
3,4,"two",2880,699000,243,"3 or more","1","1","0","0","SINGLE_FAMILY","0",1991,"0","0",0,"High","Old"
4,4,"two",2930,499900,171,"3 or more","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"High","New"
1,1,"three or more",1352,319900,237,"1","1","1","0","0","CONDO","0",1905,"0","0",0,"Medium-Low","Historic"
3,5,"three or more",2000,275000,138,"0","0","1","0","0","SINGLE_FAMILY","0",1973,"0","0",0,"Medium-Low","Old"
2,3,"one",2075,299900,145,"0","1","1","0","0","SINGLE_FAMILY","0",2005,"0","0",0,"Medium-Low","Recent"
3,6,"two",2571,345000,134,"2","1","1","0","0","SINGLE_FAMILY","0",2005,"0","0",0,"Medium-High","Recent"
4,4,"three or more",2412,675000,280,"2","1","1","0","0","SINGLE_FAMILY","0",2019,"0","0",0,"High","New"
2,4,"two",2800,425000,152,"0","1","1","0","0","SINGLE_FAMILY","0",1910,"0","0",0,"Medium-High","Historic"
4,3,"three or more",2112,575000,272,"2","1","1","0","0","TOWNHOUSE","0",2015,"0","0",0,"High","New"
3,4,"one",1032,26400,26,"0","0","0","0","0","MULTI_FAMILY","0",1930,"0","0",0,"Low","Old"
2,3,"one",2021,420000,208,"0","0","1","0","0","SINGLE_FAMILY","0",1960,"0","0",0,"Medium-High","Old"
4,4,"two",2998,273000,91,"0","1","1","0","0","SINGLE_FAMILY","0",2008,"0","0",0,"Medium-Low","Recent"
3,4,"two",2038,599900,294,"0","0","1","0","0","SINGLE_FAMILY","0",2017,"0","0",0,"High","New"
3,4,"two",2272,341900,150,"2","1","1","0","0","SINGLE_FAMILY","0",1991,"0","0",0,"Medium-High","Old"
2,3,"one",1629,269900,166,"0","1","1","0","0","SINGLE_FAMILY","0",1989,"0","0",0,"Medium-Low","Old"
3,4,"two",2810,323000,115,"2","1","1","0","0","SINGLE_FAMILY","0",2006,"0","0",0,"Medium-Low","Recent"
1,2,"one",786,124900,159,"0","0","0","0","0","SINGLE_FAMILY","0",1950,"0","0",0,"Low","Old"
2,3,"two",1800,269900,150,"0","0","0","0","0","SINGLE_FAMILY","0",1979,"0","0",0,"Medium-Low","Old"
3,3,"one",1956,287000,147,"2","1","1","0","0","SINGLE_FAMILY","0",1987,"0","0",0,"Medium-Low","Old"
3,4,"one",2777,334900,121,"2","1","1","0","0","SINGLE_FAMILY","0",2013,"0","0",0,"Medium-High","Recent"
3,4,"three or more",2663,239000,90,"2","1","1","0","0","SINGLE_FAMILY","0",1999,"0","0",0,"Medium-Low","Recent"
3,4,"two",2768,350000,126,"2","1","1","0","0","SINGLE_FAMILY","0",2009,"0","0",0,"Medium-High","Recent"
4,4,"three or more",4329,550000,127,"0","1","1","0","1","SINGLE_FAMILY","0",2007,"0","0",0,"High","Recent"
4,4,"two",3530,740000,210,"0","1","1","0","0","SINGLE_FAMILY","0",2007,"0","0",0,"High","Recent"
2,2,"three or more",1080,229000,212,"0","0","1","0","0","TOWNHOUSE","0",1982,"0","0",0,"Medium-Low","Old"
2,3,"three or more",1324,279900,211,"2","1","1","0","0","SINGLE_FAMILY","1",2020,"0","0",0,"Medium-Low","New"
4,4,"one",2343,220000,94,"0","0","1","0","0","SINGLE_FAMILY","0",1960,"0","0",0,"Low","Old"
2,4,"one",2106,265000,126,"2","1","1","0","0","SINGLE_FAMILY","0",2001,"0","0",0,"Medium-Low","Recent"
3,3,"two",1847,289000,156,"1","1","1","0","0","TOWNHOUSE","0",2015,"0","0",0,"Medium-Low","New"
3,2,"two",1302,215000,165,"0","0","1","0","0","CONDO","0",1984,"0","0",0,"Low","Old"
6,5,"two",6048,749900,124,"2","1","1","1","1","SINGLE_FAMILY","0",1995,"0","0",0,"High","Recent"
3,5,"two",2303,270000,117,"2","1","1","0","0","SINGLE_FAMILY","0",1990,"0","0",0,"Medium-Low","Old"
2,2,"one",1234,249000,202,"0","0","1","0","0","CONDO","0",1986,"0","0",0,"Medium-Low","Old"
3,3,"one",1404,99900,71,"0","0","0","0","0","SINGLE_FAMILY","0",1946,"0","0",0,"Low","Old"
2,3,"one",1445,450000,311,"0","0","1","0","0","SINGLE_FAMILY","0",1959,"0","0",0,"Medium-High","Old"
1,3,"one",731,39900,55,"0","0","0","0","0","SINGLE_FAMILY","0",1903,"0","0",0,"Low","Historic"
5,6,"two",2909,329000,113,"2","1","1","0","0","SINGLE_FAMILY","0",1997,"0","0",0,"Medium-Low","Recent"
2,4,"one",1326,275000,207,"0","0","1","0","0","SINGLE_FAMILY","0",1977,"0","0",0,"Medium-Low","Old"
4,5,"three or more",4765,749900,157,"2","1","1","1","0","SINGLE_FAMILY","0",2000,"0","0",0,"High","Recent"
3,2,"two",1296,279900,216,"0","0","1","0","0","CONDO","0",1988,"0","0",0,"Medium-Low","Old"
2,4,"two",2357,219000,93,"0","0","1","0","0","SINGLE_FAMILY","0",1883,"0","0",0,"Low","Historic"
3,3,"two",2265,449900,199,"0","1","1","0","0","SINGLE_FAMILY","0",2015,"0","0",0,"Medium-High","New"
2,3,"three or more",1939,270000,139,"2","1","1","0","0","SINGLE_FAMILY","0",1987,"0","0",0,"Medium-Low","Old"
3,4,"two",3540,599900,169,"0","0","1","0","0","SINGLE_FAMILY","0",1988,"0","0",0,"High","Old"
3,4,"two",3374,499900,148,"0","0","0","0","0","SINGLE_FAMILY","0",1896,"0","0",0,"High","Historic"
4,5,"three or more",2963,379000,128,"3 or more","1","1","0","1","SINGLE_FAMILY","0",1984,"0","0",0,"Medium-High","Old"
1,2,"one",1104,215000,195,"0","0","1","0","0","SINGLE_FAMILY","0",1959,"0","0",0,"Low","Old"
1,2,"one",1047,240000,229,"0","0","0","0","0","SINGLE_FAMILY","0",1945,"0","0",0,"Medium-Low","Old"
2,3,"one",1770,149900,85,"0","1","1","0","0","SINGLE_FAMILY","0",1998,"0","0",0,"Low","Recent"
2,3,"two",2457,485000,197,"0","1","1","0","0","SINGLE_FAMILY","0",1914,"0","0",0,"High","Historic"
3,4,"two",1686,575000,341,"0","0","1","0","0","SINGLE_FAMILY","0",1987,"0","0",0,"High","Old"
1,1,"two",1024,69000,67,"0","0","0","0","0","SINGLE_FAMILY","0",1998,"0","0",0,"Low","Recent"
6,5,"one",4160,459900,111,"3 or more","1","1","0","1","SINGLE_FAMILY","0",1993,"0","0",0,"Medium-High","Old"
3,4,"two",2053,253990,124,"2","1","1","0","0","SINGLE_FAMILY","0",2021,"0","0",0,"Medium-Low","New"
3,5,"one",2874,413500,144,"0","1","1","1","0","SINGLE_FAMILY","0",1999,"0","0",0,"Medium-High","Recent"
3,4,"two",2104,312900,149,"2","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"Medium-Low","New"
2,4,"one",1944,255000,131,"0","0","0","0","0","SINGLE_FAMILY","0",1940,"0","0",0,"Medium-Low","Old"
1,2,"one",1750,899000,514,"0","0","1","0","0","SINGLE_FAMILY","0",1961,"0","0",1,"High","Old"
4,5,"one",3692,410000,111,"2","1","1","0","1","SINGLE_FAMILY","0",1994,"0","0",0,"Medium-High","Old"
3,4,"two",2009,202990,101,"0","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"Low","New"
2,4,"one",1508,142900,95,"0","0","0","0","0","SINGLE_FAMILY","0",1968,"0","0",0,"Low","Old"
4,4,"two",2448,354900,145,"2","1","1","0","1","SINGLE_FAMILY","0",1995,"0","0",0,"Medium-High","Recent"
4,3,"three or more",1270,475000,374,"1","1","1","0","1","TOWNHOUSE","0",2003,"0","0",0,"Medium-High","Recent"
2,3,"one",2462,425000,173,"0","1","1","0","0","SINGLE_FAMILY","0",1987,"0","0",0,"Medium-High","Old"
3,3,"one",3292,859000,261,"0","0","1","1","0","SINGLE_FAMILY","0",1923,"0","0",0,"High","Historic"
5,4,"three or more",6645,755000,114,"3 or more","1","1","0","1","SINGLE_FAMILY","0",1999,"0","0",1,"High","Recent"
1,3,"one",1064,44900,42,"0","0","0","0","0","SINGLE_FAMILY","0",1941,"0","0",0,"Low","Old"
3,5,"one",3233,209900,65,"0","1","1","0","0","MULTI_FAMILY","0",2003,"0","0",0,"Low","Recent"
3,4,"two",3307,950000,287,"2","1","1","1","1","SINGLE_FAMILY","0",2005,"0","0",0,"High","Recent"
4,4,"one",3490,430000,123,"2","1","1","0","0","SINGLE_FAMILY","0",1988,"0","0",0,"Medium-High","Old"
3,3,"two",1740,295000,170,"0","0","0","0","0","SINGLE_FAMILY","0",1944,"0","0",0,"Medium-Low","Old"
4,5,"two",2697,519900,193,"2","1","1","0","1","SINGLE_FAMILY","0",2017,"0","0",0,"High","New"
2,3,"one",1465,199900,136,"1","1","1","0","0","SINGLE_FAMILY","0",1994,"0","0",0,"Low","Old"
4,4,"two",2691,599000,223,"2","1","1","0","1","SINGLE_FAMILY","0",2005,"0","0",0,"High","Recent"
3,4,"two",2740,289000,105,"0","1","1","0","1","SINGLE_FAMILY","0",2003,"0","0",0,"Medium-Low","Recent"
1,3,"one",1125,195000,173,"0","0","1","0","0","SINGLE_FAMILY","0",1962,"0","0",0,"Low","Old"
3,3,"two",1453,279500,192,"1","1","1","0","0","SINGLE_FAMILY","0",1992,"0","0",0,"Medium-Low","Old"
1,2,"one",1137,66000,58,"0","0","1","0","0","SINGLE_FAMILY","0",1970,"0","0",0,"Low","Old"
2,3,"one",1252,169900,136,"0","0","0","0","0","SINGLE_FAMILY","0",1996,"0","0",0,"Low","Recent"
3,2,"three or more",1555,344000,221,"1","1","1","0","0","CONDO","0",2006,"0","0",0,"Medium-High","Recent"
4,5,"three or more",3221,975000,303,"2","1","1","0","0","SINGLE_FAMILY","0",2020,"0","0",0,"High","New"
3,4,"two",2747,429900,156,"2","1","1","0","0","SINGLE_FAMILY","0",1992,"0","0",0,"Medium-High","Old"
2,4,"one",1633,319900,196,"0","0","1","0","0","SINGLE_FAMILY","0",1966,"0","0",0,"Medium-Low","Old"
2,2,"one",1080,184500,171,"0","0","0","0","0","SINGLE_FAMILY","0",1970,"0","0",0,"Low","Old"
2,3,"two",3000,365000,122,"0","1","1","0","0","SINGLE_FAMILY","0",1969,"0","0",0,"Medium-High","Old"
2,3,"one",1631,179900,110,"0","0","0","0","0","SINGLE_FAMILY","0",1960,"0","0",0,"Low","Old"
3,3,"two",1396,372000,266,"2","1","1","0","0","TOWNHOUSE","1",2021,"0","0",0,"Medium-High","New"
4,5,"one",5003,950000,190,"0","1","0","0","0","SINGLE_FAMILY","0",2019,"0","0",0,"High","New"
3,3,"two",1721,240000,139,"2","1","1","0","0","SINGLE_FAMILY","0",2006,"0","0",0,"Medium-Low","Recent"
3,4,"two",2585,420900,163,"2","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"Medium-High","New"
1,2,"one",1038,60750,59,"0","0","1","0","0","SINGLE_FAMILY","0",1940,"0","0",0,"Low","Old"
5,5,"two",3577,585000,164,"3 or more","1","1","0","0","SINGLE_FAMILY","0",2000,"0","0",0,"High","Recent"
3,4,"two",2452,240000,98,"0","1","1","0","0","SINGLE_FAMILY","0",1986,"0","0",0,"Medium-Low","Old"
2,2,"one",1203,179900,150,"0","0","1","0","0","SINGLE_FAMILY","0",1930,"0","0",0,"Low","Old"
2,3,"two",2648,587000,222,"0","1","1","0","1","SINGLE_FAMILY","0",1972,"0","0",0,"High","Old"
5,4,"two",2341,985000,421,"0","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",1,"High","New"
2,3,"one",1457,115000,79,"0","0","1","0","0","SINGLE_FAMILY","0",1957,"0","0",0,"Low","Old"
3,4,"three or more",2863,479900,168,"2","1","1","1","0","SINGLE_FAMILY","0",1975,"0","0",0,"High","Old"
3,4,"three or more",2070,565000,273,"2","1","1","0","0","SINGLE_FAMILY","0",1958,"0","0",0,"High","Old"
1,1,"one",782,274900,352,"0","0","1","1","0","CONDO","0",2004,"0","0",1,"Medium-Low","Recent"
2,3,"one",1450,199900,138,"2","1","1","0","0","SINGLE_FAMILY","0",2005,"0","0",0,"Low","Recent"
