"bathrooms","bedrooms","levels","livingArea","price","pricePerSquareFoot","garageSpaces","hasGarage","parking","pool","spa","homeType","isNewConstruction","yearBuilt","mild_uout","extr_uout","mout","f.price","f.yearBuilt"
3,3,"two",1890,289900,153,"0","0","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"Medium-Low","New"
5,3,"two",3207,299950,94,"0","1","0","0","0","SINGLE_FAMILY","0",1996,"0","0",0,"Medium-Low","Recent"
5,4,"three or more",3651,650000,178,"2","1","1","0","1","SINGLE_FAMILY","0",2013,"0","0",0,"High","Recent"
2,5,"one",1400,99000,71,"0","0","1","0","0","SINGLE_FAMILY","0",1964,"0","0",0,"Low","Old"
2,2,"two",2176,223000,102,"0","0","0","0","0","SINGLE_FAMILY","0",1950,"0","0",0,"Low","Old"
4,4,"three or more",2232,310000,139,"2","1","1","0","0","TOWNHOUSE","0",2006,"0","0",0,"Medium-Low","Recent"
4,5,"three or more",3526,399900,113,"2","1","1","0","0","SINGLE_FAMILY","0",1994,"0","0",0,"Medium-High","Old"
4,3,"two",3456,825660,239,"3 or more","1","1","0","1","SINGLE_FAMILY","1",2021,"0","0",0,"High","New"
3,4,"two",3076,495000,161,"2","1","1","0","0","SINGLE_FAMILY","0",1985,"0","0",0,"High","Old"
2,3,"one",1385,139000,100,"0","0","0","0","0","SINGLE_FAMILY","0",1956,"0","0",0,"Low","Old"
2,3,"one",1356,260000,192,"2","1","1","0","0","SINGLE_FAMILY","0",1987,"0","0",0,"Medium-Low","Old"
3,3,"two",2146,264000,123,"0","0","0","0","0","SINGLE_FAMILY","0",2003,"0","0",0,"Medium-Low","Recent"
5,5,"three or more",4447,679000,153,"2","1","1","0","0","SINGLE_FAMILY","0",2000,"0","0",0,"High","Recent"
3,3,"two",1945,379900,195,"2","1","1","0","0","TOWNHOUSE","0",2014,"0","0",0,"Medium-High","Recent"
1,3,"one",1025,70000,68,"0","0","0","0","0","SINGLE_FAMILY","0",1951,"0","0",0,"Low","Old"
4,4,"two",3330,650000,195,"3 or more","1","1","0","1","SINGLE_FAMILY","0",1997,"0","0",0,"High","Recent"
2,3,"one",1900,376900,198,"0","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"Medium-High","New"
6,6,"two",6999,1299000,186,"2","1","1","0","0","SINGLE_FAMILY","0",1988,"0","0",1,"High","Old"
2,3,"three or more",1650,249000,151,"0","0","0","0","0","SINGLE_FAMILY","0",1961,"0","0",0,"Medium-Low","Old"
3,4,"two",4098,5e+05,122,"2","1","1","0","1","SINGLE_FAMILY","0",2000,"0","0",0,"High","Recent"
2,3,"one",1497,187500,125,"0","0","0","0","0","SINGLE_FAMILY","0",1985,"0","0",0,"Low","Old"
4,4,"one",2826,780000,276,"2","1","1","0","0","SINGLE_FAMILY","0",2012,"0","0",0,"High","Recent"
2,3,"one",2121,410000,193,"2","1","1","0","0","SINGLE_FAMILY","0",2007,"0","0",0,"Medium-High","Recent"
4,3,"three or more",2345,479000,204,"2","1","1","0","0","TOWNHOUSE","1",2021,"0","0",0,"High","New"
4,4,"two",4046,1254260,310,"0","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",1,"High","New"
2,3,"one",1470,261000,178,"2","1","1","0","0","SINGLE_FAMILY","0",2002,"0","0",0,"Medium-Low","Recent"
3,2,"two",1178,149900,127,"0","0","1","0","0","TOWNHOUSE","0",1985,"0","0",0,"Low","Old"
3,3,"two",1596,302000,189,"2","1","1","0","0","SINGLE_FAMILY","0",2007,"0","0",0,"Medium-Low","Recent"
2,3,"one",1273,339000,266,"0","0","1","0","0","SINGLE_FAMILY","0",1969,"0","0",0,"Medium-High","Old"
3,3,"two",2173,312500,144,"0","1","0","0","0","SINGLE_FAMILY","0",2008,"0","0",0,"Medium-Low","Recent"
2,3,"three or more",1008,210000,208,"2","1","1","0","0","SINGLE_FAMILY","0",1974,"0","0",0,"Low","Old"
2,3,"one",1503,219900,146,"0","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"Low","New"
2,3,"one",1516,269900,178,"0","1","0","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"Medium-Low","New"
3,3,"two",2398,499900,208,"2","1","1","1","0","TOWNHOUSE","0",1973,"0","0",0,"High","Old"
3,5,"two",3554,289000,81,"2","1","1","0","0","SINGLE_FAMILY","0",2003,"0","0",0,"Medium-Low","Recent"
1,3,"one",848,49900,59,"0","0","0","0","0","SINGLE_FAMILY","0",1967,"0","0",0,"Low","Old"
3,3,"two",2590,424900,164,"0","1","1","1","0","SINGLE_FAMILY","0",1985,"0","0",0,"Medium-High","Old"
3,4,"two",3107,374900,121,"0","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"Medium-High","New"
1,2,"one",1024,364950,356,"0","0","0","0","1","SINGLE_FAMILY","0",1994,"0","0",0,"Medium-High","Old"
4,4,"one",3366,310000,92,"2","1","1","0","0","SINGLE_FAMILY","0",1999,"0","0",0,"Medium-Low","Recent"
4,4,"two",2928,735000,251,"0","1","1","0","0","SINGLE_FAMILY","0",1995,"0","0",0,"High","Recent"
4,5,"three or more",3284,379900,116,"2","1","1","0","0","SINGLE_FAMILY","0",1973,"0","0",0,"Medium-High","Old"
4,5,"two",2532,440000,174,"2","1","1","0","0","SINGLE_FAMILY","0",2004,"0","0",0,"Medium-High","Recent"
5,4,"two",6032,629900,104,"3 or more","1","1","0","0","SINGLE_FAMILY","0",2002,"0","0",1,"High","Recent"
3,4,"three or more",2100,375000,179,"2","1","1","0","1","SINGLE_FAMILY","0",1984,"0","0",0,"Medium-High","Old"
2,3,"one",1456,145000,100,"0","0","0","0","1","SINGLE_FAMILY","0",2008,"0","0",0,"Low","Recent"
4,5,"two",4264,759000,178,"3 or more","1","1","0","0","SINGLE_FAMILY","0",2016,"0","0",0,"High","New"
4,2,"three or more",1801,525000,292,"1","1","1","1","0","TOWNHOUSE","0",2017,"0","0",0,"High","New"
2,3,"three or more",1227,140000,114,"0","1","1","0","0","SINGLE_FAMILY","0",1980,"0","0",0,"Low","Old"
2,3,"one",1893,289900,153,"0","1","1","0","0","SINGLE_FAMILY","0",1997,"0","0",0,"Medium-Low","Recent"
2,2,"one",1280,1e+05,78,"0","0","0","0","0","CONDO","0",1971,"0","0",0,"Low","Old"
4,4,"two",2483,229700,93,"2","1","1","0","0","SINGLE_FAMILY","0",1990,"0","0",0,"Medium-Low","Old"
4,3,"one",2163,475000,220,"3 or more","1","1","1","0","SINGLE_FAMILY","0",1959,"0","0",0,"Medium-High","Old"
3,4,"two",1811,199990,110,"0","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"Low","New"
2,4,"one",1700,420000,247,"0","1","0","0","0","SINGLE_FAMILY","0",1959,"0","0",0,"Medium-High","Old"
2,3,"one",1060,45000,42,"0","0","0","0","0","SINGLE_FAMILY","0",1950,"0","0",0,"Low","Old"
2,3,"two",1443,296000,205,"0","0","1","0","0","SINGLE_FAMILY","0",1960,"0","0",0,"Medium-Low","Old"
3,4,"three or more",2854,449900,158,"2","1","1","0","0","SINGLE_FAMILY","0",1979,"0","0",0,"Medium-High","Old"
3,4,"one",2267,265000,117,"2","1","1","0","0","SINGLE_FAMILY","0",2003,"0","0",0,"Medium-Low","Recent"
1,2,"one",900,159990,178,"0","0","1","0","0","SINGLE_FAMILY","0",1961,"0","0",0,"Low","Old"
3,4,"two",2524,260000,103,"2","1","1","0","0","SINGLE_FAMILY","0",2009,"0","0",0,"Medium-Low","Recent"
4,4,"two",2168,405000,187,"0","1","1","0","0","SINGLE_FAMILY","0",2002,"0","0",0,"Medium-High","Recent"
3,3,"one",3081,799950,260,"0","0","0","0","1","SINGLE_FAMILY","1",2021,"0","0",0,"High","New"
3,3,"two",3378,494000,146,"2","1","1","0","1","SINGLE_FAMILY","0",1987,"0","0",0,"High","Old"
2,3,"one",1210,359900,297,"0","0","0","0","0","SINGLE_FAMILY","0",1945,"0","0",0,"Medium-High","Old"
3,4,"two",2446,310900,127,"0","1","1","0","0","SINGLE_FAMILY","1",2019,"0","0",0,"Medium-Low","New"
3,3,"two",2608,369000,141,"0","1","0","0","0","SINGLE_FAMILY","0",1920,"0","0",0,"Medium-High","Historic"
2,4,"two",1533,279900,183,"2","1","1","0","0","SINGLE_FAMILY","0",2003,"0","0",0,"Medium-Low","Recent"
4,3,"two",3172,565000,178,"2","1","1","0","0","TOWNHOUSE","0",1986,"0","0",0,"High","Old"
2,3,"one",1210,250000,207,"2","1","1","0","0","SINGLE_FAMILY","0",1969,"0","0",0,"Medium-Low","Old"
4,3,"three or more",5208,649900,125,"0","0","1","0","0","SINGLE_FAMILY","0",2006,"0","0",1,"High","Recent"
2,3,"one",1756,359000,204,"0","0","0","0","0","SINGLE_FAMILY","0",2009,"0","0",0,"Medium-High","Recent"
3,4,"two",1716,299000,174,"0","0","1","0","0","SINGLE_FAMILY","0",1966,"0","0",0,"Medium-Low","Old"
4,4,"three or more",2940,349900,119,"2","1","1","0","0","SINGLE_FAMILY","0",2006,"0","0",0,"Medium-High","Recent"
2,3,"one",1230,137500,112,"0","0","0","0","0","SINGLE_FAMILY","0",2008,"0","0",0,"Low","Recent"
2,2,"one",962,60000,62,"0","0","0","0","0","SINGLE_FAMILY","0",1951,"0","0",0,"Low","Old"
1,1,"two",805,289500,360,"0","0","1","0","0","CONDO","0",2006,"0","0",1,"Medium-Low","Recent"
3,4,"one",2437,371000,152,"0","1","1","0","1","SINGLE_FAMILY","0",2002,"0","0",0,"Medium-High","Recent"
2,3,"one",1344,296000,220,"0","0","0","0","0","SINGLE_FAMILY","0",2016,"0","0",0,"Medium-Low","New"
1,2,"one",940,89900,96,"0","0","1","0","0","SINGLE_FAMILY","0",1950,"0","0",0,"Low","Old"
2,2,"one",1098,252000,230,"0","0","0","0","0","SINGLE_FAMILY","0",1980,"0","0",0,"Medium-Low","Old"
1,1,"three or more",720,250000,347,"0","0","1","0","0","CONDO","0",1930,"0","0",1,"Medium-Low","Old"
3,3,"two",1606,194990,121,"0","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"Low","New"
2,3,"one",1359,114900,85,"0","1","0","0","0","SINGLE_FAMILY","0",2006,"0","0",0,"Low","Recent"
5,4,"three or more",3371,1150000,341,"2","1","1","0","0","TOWNHOUSE","1",2021,"0","0",1,"High","New"
4,5,"two",3186,549900,173,"2","1","1","0","1","SINGLE_FAMILY","0",2019,"0","0",0,"High","New"
3,3,"two",1392,155000,111,"0","1","1","0","0","TOWNHOUSE","0",2004,"0","0",0,"Low","Recent"
2,3,"two",1675,269900,161,"2","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"Medium-Low","New"
4,4,"two",2350,455000,194,"2","1","1","0","0","SINGLE_FAMILY","1",2020,"0","0",0,"Medium-High","New"
4,6,"two",4337,450000,104,"2","1","1","0","0","SINGLE_FAMILY","0",1992,"0","0",0,"Medium-High","Old"
2,2,"one",1056,185000,175,"0","0","0","0","0","SINGLE_FAMILY","0",1960,"0","0",0,"Low","Old"
3,4,"two",2646,599000,226,"2","1","1","0","0","SINGLE_FAMILY","0",2000,"0","0",0,"High","Recent"
2,2,"one",1150,249000,217,"0","0","0","0","0","SINGLE_FAMILY","0",1945,"0","0",0,"Medium-Low","Old"
2,2,"one",1040,199996,192,"1","1","1","0","0","SINGLE_FAMILY","0",1960,"0","0",0,"Low","Old"
5,4,"three or more",6190,1295000,209,"3 or more","1","1","1","1","SINGLE_FAMILY","0",2005,"0","0",1,"High","Recent"
4,4,"three or more",2902,519000,179,"2","1","1","0","1","TOWNHOUSE","0",2012,"0","0",0,"High","Recent"
2,2,"one",768,395000,514,"0","1","1","0","0","CONDO","0",2004,"0","0",1,"Medium-High","Recent"
1,2,"one",1466,250000,171,"0","0","0","0","0","SINGLE_FAMILY","0",1920,"0","0",0,"Medium-Low","Historic"
1,3,"one",1000,184999,185,"0","0","1","0","0","SINGLE_FAMILY","0",1971,"0","0",0,"Low","Old"
3,4,"two",2965,489900,165,"0","1","1","1","0","SINGLE_FAMILY","0",2016,"0","0",0,"High","New"
2,2,"two",912,279000,306,"0","0","0","0","0","SINGLE_FAMILY","0",2019,"0","0",0,"Medium-Low","New"
3,3,"three or more",1052,235000,223,"0","0","0","0","0","SINGLE_FAMILY","0",1976,"0","0",0,"Medium-Low","Old"
3,4,"two",2168,354900,164,"0","1","1","0","0","SINGLE_FAMILY","0",2015,"0","0",0,"Medium-High","New"
3,3,"two",2872,459000,160,"0","1","1","0","1","SINGLE_FAMILY","0",1996,"0","0",0,"Medium-High","Recent"
2,3,"one",1791,475000,265,"0","0","0","0","0","SINGLE_FAMILY","0",1920,"0","0",0,"Medium-High","Historic"
1,2,"one",980,245000,250,"0","0","0","0","0","SINGLE_FAMILY","0",1942,"0","0",0,"Medium-Low","Old"
3,4,"two",2672,515000,193,"0","0","0","0","0","SINGLE_FAMILY","0",1935,"0","0",0,"High","Old"
1,2,"one",860,70000,81,"0","0","0","0","0","SINGLE_FAMILY","0",1960,"0","0",0,"Low","Old"
6,5,"three or more",5495,1125000,205,"3 or more","1","1","0","1","SINGLE_FAMILY","0",1994,"0","0",0,"High","Old"
2,4,"one",2404,325000,135,"0","1","1","0","0","SINGLE_FAMILY","0",1956,"0","0",0,"Medium-Low","Old"
3,3,"one",1323,270000,204,"2","1","1","0","0","SINGLE_FAMILY","0",2003,"0","0",0,"Medium-Low","Recent"
3,4,"two",2587,3e+05,116,"2","1","1","0","0","SINGLE_FAMILY","0",1965,"0","0",0,"Medium-Low","Old"
5,4,"one",2600,3e+05,115,"2","1","1","0","1","SINGLE_FAMILY","0",1998,"0","0",0,"Medium-Low","Recent"
2,3,"one",3000,699000,233,"0","1","1","0","0","SINGLE_FAMILY","0",1965,"0","0",0,"High","Old"
2,2,"one",1022,115000,113,"0","0","0","0","0","TOWNHOUSE","0",1985,"0","0",0,"Low","Old"
3,4,"two",4179,465000,111,"0","1","0","0","0","SINGLE_FAMILY","0",2018,"0","0",0,"Medium-High","New"
2,3,"one",2520,187900,75,"1","1","1","0","0","SINGLE_FAMILY","0",1991,"0","0",0,"Low","Old"
3,3,"two",1539,251535,163,"1","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"Medium-Low","New"
4,5,"one",2768,335000,121,"0","0","1","0","0","SINGLE_FAMILY","0",1965,"0","0",0,"Medium-High","Old"
1,4,"two",2372,265000,112,"0","0","0","0","0","SINGLE_FAMILY","0",1920,"0","0",0,"Medium-Low","Historic"
3,4,"one",2496,335000,134,"2","1","1","0","0","SINGLE_FAMILY","0",1977,"0","0",0,"Medium-High","Old"
3,4,"two",2528,429900,170,"2","1","1","0","0","SINGLE_FAMILY","0",1972,"0","0",0,"Medium-High","Old"
2,3,"one",1592,475000,298,"0","0","1","0","0","SINGLE_FAMILY","0",1962,"0","0",0,"Medium-High","Old"
4,4,"two",3527,325990,92,"2","1","1","0","0","SINGLE_FAMILY","0",2012,"0","0",0,"Medium-Low","Recent"
4,5,"two",3970,475000,120,"2","1","1","0","0","SINGLE_FAMILY","0",1993,"0","0",0,"Medium-High","Old"
2,2,"two",1201,265000,221,"1","1","1","0","0","CONDO","0",2006,"0","0",0,"Medium-Low","Recent"
3,4,"two",2174,365000,168,"2","1","1","0","0","SINGLE_FAMILY","0",2016,"0","0",0,"Medium-High","New"
2,3,"one",1152,199900,174,"0","0","0","0","0","SINGLE_FAMILY","0",1998,"0","0",0,"Low","Recent"
3,3,"two",2890,299000,103,"1","1","1","0","0","SINGLE_FAMILY","0",1989,"0","0",0,"Medium-Low","Old"
1,3,"one",1688,160000,95,"2","1","1","0","0","SINGLE_FAMILY","0",1963,"0","0",0,"Low","Old"
2,3,"one",1731,217000,125,"2","1","1","0","0","SINGLE_FAMILY","0",1981,"0","0",0,"Low","Old"
2,3,"one",1584,399900,252,"0","1","0","0","0","SINGLE_FAMILY","0",1985,"0","0",0,"Medium-High","Old"
3,4,"one",2400,575000,240,"0","0","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"High","New"
1,2,"one",912,45000,49,"0","0","0","0","0","SINGLE_FAMILY","0",1960,"0","0",0,"Low","Old"
2,2,"one",1566,3e+05,192,"1","1","1","0","0","SINGLE_FAMILY","0",1932,"0","0",0,"Medium-Low","Old"
3,3,"one",1468,4e+05,272,"0","0","0","0","0","SINGLE_FAMILY","0",1951,"0","0",0,"Medium-High","Old"
2,4,"one",1936,234900,121,"2","1","1","0","0","SINGLE_FAMILY","0",1975,"0","0",0,"Medium-Low","Old"
3,4,"two",2584,270000,104,"2","1","1","0","0","SINGLE_FAMILY","0",2004,"0","0",0,"Medium-Low","Recent"
3,5,"two",2822,450000,159,"3 or more","1","1","0","1","SINGLE_FAMILY","0",1997,"0","0",0,"Medium-High","Recent"
4,4,"three or more",3545,575000,162,"2","1","1","0","0","SINGLE_FAMILY","0",1995,"0","0",0,"High","Recent"
3,3,"two",2647,699000,264,"2","1","1","0","0","SINGLE_FAMILY","0",1997,"0","0",0,"High","Recent"
3,4,"two",2500,355200,142,"2","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"Medium-High","New"
3,3,"two",2012,327000,163,"2","1","1","0","0","SINGLE_FAMILY","0",1987,"0","0",0,"Medium-Low","Old"
2,3,"one",1665,299900,180,"2","1","1","0","0","SINGLE_FAMILY","1",2020,"0","0",0,"Medium-Low","New"
1,2,"one",840,129000,154,"0","0","1","0","0","SINGLE_FAMILY","0",1949,"0","0",0,"Low","Old"
4,5,"two",4148,445000,107,"2","1","1","0","0","SINGLE_FAMILY","0",2007,"0","0",0,"Medium-High","Recent"
4,3,"three or more",2143,403900,188,"2","1","1","0","0","TOWNHOUSE","1",2021,"0","0",0,"Medium-High","New"
2,3,"one",1214,565000,465,"0","0","0","0","0","SINGLE_FAMILY","0",1939,"0","0",1,"High","Old"
2,3,"one",2181,245000,112,"0","1","1","0","0","SINGLE_FAMILY","0",2008,"0","0",0,"Medium-Low","Recent"
4,5,"two",4343,397000,91,"0","1","0","0","0","SINGLE_FAMILY","0",2001,"0","0",0,"Medium-High","Recent"
4,6,"two",2743,690000,252,"2","1","1","0","1","SINGLE_FAMILY","0",1998,"0","0",0,"High","Recent"
2,1,"three or more",1000,299900,300,"0","0","0","0","0","CONDO","0",2006,"0","0",0,"Medium-Low","Recent"
3,4,"two",2203,270000,123,"2","1","1","0","0","SINGLE_FAMILY","0",2020,"0","0",0,"Medium-Low","New"
3,3,"two",1953,250000,128,"2","1","1","0","0","SINGLE_FAMILY","0",1978,"0","0",0,"Medium-Low","Old"
3,4,"two",1760,349900,199,"0","0","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"Medium-High","New"
4,3,"three or more",1788,405000,227,"2","1","1","0","0","TOWNHOUSE","0",2014,"0","0",0,"Medium-High","Recent"
1,2,"one",882,35000,40,"0","0","1","0","0","SINGLE_FAMILY","0",1900,"0","0",0,"Low","Historic"
2,3,"one",2082,355000,171,"0","1","0","0","0","SINGLE_FAMILY","0",2005,"0","0",0,"Medium-High","Recent"
3,2,"one",1730,429900,248,"2","1","1","1","0","CONDO","0",2008,"0","0",0,"Medium-High","Recent"
4,5,"three or more",3456,420000,122,"2","1","1","0","0","SINGLE_FAMILY","0",2016,"0","0",0,"Medium-High","New"
3,3,"two",1830,315000,172,"0","0","1","0","0","TOWNHOUSE","0",1974,"0","0",0,"Medium-Low","Old"
2,3,"one",1352,149000,110,"0","0","0","0","0","SINGLE_FAMILY","0",1963,"0","0",0,"Low","Old"
3,3,"two",1900,719000,378,"0","0","1","0","1","SINGLE_FAMILY","0",1854,"0","0",1,"High","Historic"
3,4,"two",2052,499900,244,"0","0","1","0","0","SINGLE_FAMILY","0",2009,"0","0",0,"High","Recent"
1,2,"one",1470,169000,115,"0","0","0","0","0","SINGLE_FAMILY","0",1930,"0","0",0,"Low","Old"
3,4,"two",2125,330000,155,"0","1","1","0","0","SINGLE_FAMILY","0",2019,"0","0",0,"Medium-High","New"
5,7,"two",4770,675000,142,"2","1","1","0","1","SINGLE_FAMILY","0",1998,"0","0",0,"High","Recent"
5,5,"two",4200,769000,183,"2","1","1","0","0","SINGLE_FAMILY","0",2007,"0","0",0,"High","Recent"
2,3,"one",1400,164900,118,"2","1","1","0","1","SINGLE_FAMILY","0",1950,"0","0",0,"Low","Old"
5,5,"two",4857,839900,173,"3 or more","1","1","0","0","SINGLE_FAMILY","0",2013,"0","0",0,"High","Recent"
4,4,"two",2662,399000,150,"2","1","1","0","1","SINGLE_FAMILY","0",2007,"0","0",0,"Medium-High","Recent"
2,3,"one",1434,237900,166,"2","1","1","0","0","SINGLE_FAMILY","0",1997,"0","0",0,"Medium-Low","Recent"
1,2,"one",960,109900,114,"0","0","1","0","0","SINGLE_FAMILY","0",1991,"0","0",0,"Low","Old"
2,5,"two",1907,2e+05,105,"0","0","1","0","0","SINGLE_FAMILY","0",1962,"0","0",0,"Low","Old"
2,3,"one",1701,314900,185,"2","1","1","0","0","SINGLE_FAMILY","1",2020,"0","0",0,"Medium-Low","New"
2,2,"one",1004,248900,248,"0","0","1","0","0","SINGLE_FAMILY","0",1940,"0","0",0,"Medium-Low","Old"
2,3,"one",1516,265000,175,"2","1","1","0","0","SINGLE_FAMILY","0",1987,"0","0",0,"Medium-Low","Old"
3,2,"two",1152,469000,407,"0","0","1","0","0","SINGLE_FAMILY","0",1990,"0","0",1,"Medium-High","Old"
3,2,"two",1162,230000,198,"0","0","1","0","0","TOWNHOUSE","0",1985,"0","0",0,"Medium-Low","Old"
5,5,"two",2550,475000,186,"0","0","0","0","0","SINGLE_FAMILY","0",1956,"0","0",0,"Medium-High","Old"
4,3,"two",1106,364900,330,"0","0","1","0","0","SINGLE_FAMILY","0",1951,"0","0",1,"Medium-High","Old"
3,4,"two",2112,380000,180,"2","1","1","0","0","SINGLE_FAMILY","0",1981,"0","0",0,"Medium-High","Old"
3,3,"two",1712,409900,239,"2","1","1","0","0","SINGLE_FAMILY","0",1968,"0","0",0,"Medium-High","Old"
1,3,"one",1200,65000,54,"0","0","1","0","0","SINGLE_FAMILY","0",1961,"0","0",0,"Low","Old"
5,5,"two",3152,550000,174,"2","1","1","0","1","SINGLE_FAMILY","0",1995,"0","0",0,"High","Recent"
1,3,"one",1612,199000,123,"0","0","1","0","0","SINGLE_FAMILY","0",1958,"0","0",0,"Low","Old"
1,2,"one",875,75000,86,"0","0","0","0","0","SINGLE_FAMILY","0",1968,"0","0",0,"Low","Old"
4,4,"two",3054,365000,120,"2","1","1","0","1","SINGLE_FAMILY","0",1988,"0","0",0,"Medium-High","Old"
2,3,"one",2150,475000,221,"0","0","1","0","0","SINGLE_FAMILY","0",1959,"0","0",0,"Medium-High","Old"
4,7,"two",5745,535000,93,"3 or more","1","1","0","0","SINGLE_FAMILY","0",1995,"0","0",1,"High","Recent"
4,8,"two",3791,439900,116,"0","0","0","0","0","SINGLE_FAMILY","0",1963,"0","0",1,"Medium-High","Old"
4,4,"two",2464,359000,146,"0","1","1","0","0","SINGLE_FAMILY","0",2006,"0","0",0,"Medium-High","Recent"
3,4,"three or more",1640,849000,518,"0","1","1","0","0","SINGLE_FAMILY","0",1984,"0","0",1,"High","Old"
5,4,"two",5469,898500,164,"0","1","1","0","0","SINGLE_FAMILY","0",2015,"0","0",0,"High","New"
3,4,"two",2412,289900,120,"0","1","1","0","0","SINGLE_FAMILY","0",1985,"0","0",0,"Medium-Low","Old"
4,4,"two",3080,735000,239,"2","1","1","0","0","SINGLE_FAMILY","1",2021,"0","0",0,"High","New"
3,3,"three or more",2666,350000,131,"2","1","1","0","0","SINGLE_FAMILY","0",2001,"0","0",0,"Medium-High","Recent"
3,3,"one",2015,574000,285,"0","1","1","0","1","SINGLE_FAMILY","0",2000,"0","0",0,"High","Recent"
4,7,"three or more",4200,695000,165,"2","1","1","0","0","SINGLE_FAMILY","0",1968,"0","0",0,"High","Old"
2,2,"two",1152,225000,195,"0","0","1","0","0","TOWNHOUSE","0",1984,"0","0",0,"Low","Old"
5,6,"two",4489,524900,117,"0","1","1","0","1","SINGLE_FAMILY","0",2000,"0","0",0,"High","Recent"
2,3,"one",1000,185000,185,"0","1","1","0","0","SINGLE_FAMILY","0",1975,"0","0",0,"Low","Old"
3,4,"one",2773,499900,180,"0","1","1","0","0","SINGLE_FAMILY","0",2018,"0","0",0,"High","New"
6,6,"three or more",6260,1250000,200,"2","1","1","0","0","SINGLE_FAMILY","0",1985,"0","0",1,"High","Old"
3,4,"two",2534,325000,128,"2","1","1","0","0","SINGLE_FAMILY","0",2008,"0","0",0,"Medium-Low","Recent"
1,3,"one",1713,55000,32,"0","0","0","0","0","SINGLE_FAMILY","0",1958,"0","0",0,"Low","Old"
2,4,"one",1992,215000,108,"0","0","1","0","0","SINGLE_FAMILY","0",1995,"0","0",0,"Low","Recent"
5,5,"three or more",3117,620000,199,"2","1","1","0","1","SINGLE_FAMILY","0",1985,"0","0",0,"High","Old"
4,4,"two",3039,499000,164,"2","1","1","0","0","SINGLE_FAMILY","0",2000,"0","0",0,"High","Recent"
3,3,"two",1452,275500,190,"2","1","1","0","0","SINGLE_FAMILY","0",2002,"0","0",0,"Medium-Low","Recent"
3,5,"three or more",2724,390000,143,"2","1","1","0","0","SINGLE_FAMILY","0",2018,"0","0",0,"Medium-High","New"
4,5,"two",3811,449500,118,"2","1","1","0","0","SINGLE_FAMILY","0",2012,"0","0",0,"Medium-High","Recent"
4,5,"two",4300,698900,163,"0","1","0","1","1","SINGLE_FAMILY","0",1991,"0","0",0,"High","Old"
4,4,"three or more",3300,650000,197,"2","1","1","0","0","TOWNHOUSE","0",2004,"0","0",0,"High","Recent"
2,3,"one",1225,199900,163,"0","0","1","0","0","SINGLE_FAMILY","0",1959,"0","0",0,"Low","Old"
3,4,"two",2800,485900,174,"2","1","1","0","0","SINGLE_FAMILY","1",2020,"0","0",0,"High","New"
3,5,"two",3012,340000,113,"2","1","1","0","0","SINGLE_FAMILY","0",2016,"0","0",0,"Medium-High","New"
5,5,"two",3956,425000,107,"0","1","1","0","1","SINGLE_FAMILY","0",2001,"0","0",0,"Medium-High","Recent"
1,2,"one",800,169800,212,"0","0","0","0","0","SINGLE_FAMILY","0",1963,"0","0",0,"Low","Old"
3,4,"two",3116,385000,124,"0","0","1","0","0","SINGLE_FAMILY","0",1930,"0","0",0,"Medium-High","Old"
4,4,"two",4269,689900,162,"2","1","1","0","0","SINGLE_FAMILY","1",2013,"0","0",0,"High","Recent"
3,3,"two",1970,319900,162,"2","1","1","0","0","SINGLE_FAMILY","0",2011,"0","0",0,"Medium-Low","Recent"
1,3,"one",912,49999,55,"0","0","0","0","0","SINGLE_FAMILY","0",1952,"0","0",0,"Low","Old"
2,2,"two",1308,185000,141,"0","0","0","0","0","TOWNHOUSE","0",2005,"0","0",0,"Low","Recent"
2,4,"two",1860,189900,102,"0","0","0","0","0","SINGLE_FAMILY","0",1954,"0","0",0,"Low","Old"
2,2,"two",1750,649900,371,"0","0","1","0","0","SINGLE_FAMILY","0",1938,"0","0",0,"High","Old"
4,4,"three or more",2524,550364,218,"2","1","1","0","0","TOWNHOUSE","1",2021,"0","0",0,"High","New"
1,3,"one",984,139000,141,"0","0","1","0","0","SINGLE_FAMILY","0",1996,"0","0",0,"Low","Recent"
5,4,"two",4869,825000,169,"2","1","1","0","0","SINGLE_FAMILY","0",2000,"0","0",0,"High","Recent"
1,3,"one",1183,199000,168,"0","0","0","0","0","SINGLE_FAMILY","0",1930,"0","0",0,"Low","Old"
2,3,"two",1932,190000,98,"0","0","1","0","0","SINGLE_FAMILY","0",1972,"0","0",0,"Low","Old"
1,2,"one",816,169000,207,"0","0","1","0","0","SINGLE_FAMILY","1",1977,"0","0",0,"Low","Old"
